Metric,2,5,10,30,100,200
activation_cosine_similarity,0.03172737955346651,0.07693482568749854,0.0561133478453507,0.046311671222576435,0.042395638689295134,0.046414054824603646
activation_dot_product,0.06301939858604148,0.09664729425955372,0.07359326539654408,0.04967769222936722,0.06563541445936313,0.061688274161545716
activation_l2_distance,-0.04132457475294253,-0.06801947161890143,-0.05186184045770646,-0.04447886397280554,-0.03670512993392537,-0.038862668798520544
activation_magnitude_ratio,0.05698021613916126,0.01454497035395111,-0.03080079366608233,-0.03903526979079367,-0.05099304578990965,-0.04907823004758143
encoder_gradient_cosine_similarity,0.01164391264925637,-0.02257221087037227,0.05695132052936757,0.07327734006279979,-0.0554603070640134,-0.05173662614860049
encoder_gradient_dot_product,0.07749416134242826,-0.027950764931110914,0.07132087442137336,0.09640689896101544,0.01157943403132284,0.02422800562501204
encoder_gradient_l2_distance,-0.3306154250905632,-0.37399267399267394,-0.34697077690662864,-0.4281935099825336,-0.48535405662477477,-0.4187866659356325
input_gradient_cosine_similarity,-0.06309869745365114,0.007397805330806044,0.03067406577741575,-0.009151703291726841,0.22804993161372347,0.125482075090058
input_gradient_dot_product,-0.032646259944905706,0.07451845319792064,-0.06985227886867232,0.020064931504703426,-0.04837357937856869,-0.12133651827165726
input_gradient_l2_distance,-0.21735575658227588,-0.25781042624772366,-0.3303288320394521,-0.323976268274792,-0.3271483885881605,-0.31455953458804486
