Metric,2,5,10,30,100
activation_cosine_similarity,0.9840753716752616,0.9652251195364298,0.9946165588491299,0.9997440409534475,0.999889776798016
activation_dot_product,0.9527947267820513,0.9785118825432376,0.9929807065657164,0.9986722124460088,0.9994768771842346
activation_l2_distance,0.988874454898153,0.9670594927033896,0.9930489399764683,0.9996196164169289,0.9998232929618988
activation_magnitude_ratio,0.7972785366557756,0.8620505163618266,0.9664536559548962,0.9974635169483994,0.9987822960542718
encoder_gradient_cosine_similarity,-0.12538039071205528,-0.05651183748805775,0.013000214322892749,-0.13406553031794147,-0.023114505285902368
encoder_gradient_dot_product,0.0013921459841763448,-0.1204319251878701,0.17585630743525482,-0.011693910317189415,0.041598761301158665
encoder_gradient_l2_distance,0.3860216607844691,0.4724242268834299,0.43141719547094687,0.5717681011798659,0.8333378401689597
input_gradient_cosine_similarity,-0.07801596189054195,-0.00687534438934215,0.0032705878170603813,-0.08189891043458002,0.014413870627703641
input_gradient_dot_product,0.02610452833654818,-0.07823632354295683,0.06104978758954123,-0.07974013046801401,0.03811123553564763
input_gradient_l2_distance,0.8521630777474778,0.8769410086298131,0.9203943541226539,0.9675604606768562,0.9639692599736689
