Metric,2,5,10,30,100,200
activation_cosine_similarity,0.01235637085733531,0.0726852592474093,0.04601818682832737,0.031589612328694075,0.02784360552340712,0.03153520800255438
activation_dot_product,0.17038320058435794,0.21104178886933647,0.17892987267470598,0.1464174620949537,0.16612123677430926,0.16357560568086887
activation_l2_distance,-0.022939547822435673,-0.06217671839172399,-0.0384897671753555,-0.027080111626584195,-0.019734327091725824,-0.02285731781460633
activation_magnitude_ratio,0.029342990985316696,-0.01144350237295366,-0.03647775634548851,-0.02774133916351162,-0.04411290005117507,-0.04143255171086531
encoder_gradient_cosine_similarity,0.03013507143669847,-0.038724451740722074,0.05980133580023357,0.04575050190922333,-0.07300362599343035,-0.014517095531148992
encoder_gradient_dot_product,0.10323419849036547,-0.006823103193566272,0.06717147478625642,0.1365288862159951,-0.007845967449163924,0.02744120335743373
encoder_gradient_l2_distance,-0.39322613677654256,-0.42716335301825226,-0.42130894426292614,-0.47352068113546275,-0.4400790577664897,-0.28996604987646424
input_gradient_cosine_similarity,-0.06588990206011483,-0.030843065109582467,-0.014052862653086619,0.0021365090201135254,0.1857847060933311,0.11594168667742655
input_gradient_dot_product,-0.025516671259300083,0.09325509700979037,-0.048852628023960606,0.003602979078902931,-0.018205087186050233,-0.09107673196953991
input_gradient_l2_distance,-0.27748945712932954,-0.3270088442763964,-0.4094188350457295,-0.4066464754825205,-0.41135561416630584,-0.3971000800430396
