Metric,2,5,10,30,100,200
activation_cosine_similarity,-0.06436075397276898,0.017679724288792078,-0.03864498733084465,-0.06825614129098324,-0.06878186477685852,-0.06890467341030544
activation_dot_product,0.41205727939144704,0.3890383507243292,0.34090593039278894,0.3164347663318151,0.3303931501678685,0.3335193522928191
activation_l2_distance,0.0878948613616949,0.00020370037326717047,0.056472105283119044,0.08474302555613873,0.08568791797828093,0.08714356148649013
activation_magnitude_ratio,-0.1488061375420574,-0.0928469971628759,-0.09565708939926712,-0.09189823055946032,-0.09889707011108761,-0.10112387959697094
encoder_gradient_cosine_similarity,-0.044364979089836776,-0.04037969313111628,0.09213717724356021,0.0018186513806038212,-0.10404419665996636,0.08666858103654099
encoder_gradient_dot_product,0.13547225058272813,0.05132850635696935,0.01379657122723052,0.11914177417023715,-0.1033001208220232,-0.009775928424238812
encoder_gradient_l2_distance,-0.5538853720480649,-0.5702949092149654,-0.5718132514127507,-0.5859138439178005,-0.40943861112164054,-0.09665123926902765
input_gradient_cosine_similarity,-0.02193908074242363,-0.00020186523476926804,0.016648376452970907,0.051313587176964784,0.1695138403523885,-0.024084940230121702
input_gradient_dot_product,-0.033546623033481604,0.13318258745203715,0.005413658568812188,0.03356468312663557,0.043735020682010864,-0.07535393267558473
input_gradient_l2_distance,-0.47095068420454117,-0.5089403016701662,-0.5654145604083025,-0.5708982745035875,-0.5895103366943166,-0.5690988194117105
